screen_id,category,total_elements,clickable_elements
36513,games,20,3
15150,other,26,1
29996,other,30,5
20956,other,20,6
47307,other,13,3
26115,other,48,5
4748,utility,64,19
6510,other,31,11
66056,other,40,15
35927,games,31,6
54784,other,44,16
69145,other,36,7
45821,other,29,6
32252,other,51,12
35558,other,10,1
59936,other,47,2
58923,social,7,1
19346,food,35,6
62189,social,28,4
5563,social,7,1
57902,other,31,2
15257,other,44,3
43207,other,68,9
59298,other,9,1
33162,social,7,1
13589,other,20,5
16540,other,103,24
39069,other,34,7
2557,games,10,1
65360,other,10,2
15094,other,22,8
32819,other,58,8
49945,other,5,1
60815,other,18,3
50519,other,35,13
49307,news,34,5
36419,other,46,7
61127,other,32,2
31872,other,10,2
1196,utility,16,4
51878,shopping,15,2
28316,productivity,41,12
61757,other,81,20
39931,utility,26,7
42577,other,29,7
25279,other,42,6
33786,other,50,10
46608,other,23,6
35021,other,19,2
38708,utility,47,11
22551,other,43,17
54943,other,17,1
48704,other,52,8
53718,other,84,15
35317,other,102,24
15739,other,37,2
6101,other,34,7
50831,other,50,14
29752,other,75,15
62661,news,28,5
26488,other,31,7
57175,other,99,9
14921,other,63,11
15479,other,96,16
27952,other,55,15
20428,other,64,8
35312,travel,20,1
57085,utility,47,11
6178,other,9,1
51862,other,26,6
20430,other,22,2
58919,other,18,2
35960,other,14,1
31126,finance,93,18
34116,other,35,5
17161,shopping,39,5
16142,news,45,12
10311,social,5,1
9399,other,28,8
39551,other,107,11
34069,other,36,8
60305,other,47,1
28089,other,38,3
16854,other,44,4
1885,other,19,2
15860,other,51,8
22653,other,34,10
38648,other,22,3
39807,other,8,1
4686,other,65,6
46717,other,18,3
43973,other,18,2
37136,other,36,9
1692,other,29,6
11726,news,12,2
16012,other,25,3
33664,games,53,20
46687,social,7,1
16247,other,38,7
49389,other,93,3
49456,other,42,8
61812,other,37,8
31741,games,32,9
66973,other,77,22
35644,news,21,4
10821,other,80,21
29538,other,20,2
7952,other,35,1
35831,other,53,11
61493,other,13,2
15656,other,36,5
57945,other,30,8
69426,other,36,1
47014,other,92,18
69672,games,7,1
26259,other,79,6
47805,news,135,28
44513,other,13,2
21458,travel,21,2
55364,other,44,9
35358,other,50,15
21453,travel,26,5
19275,other,9,1
28011,other,30,7
30105,other,70,12
27982,other,19,5
42739,other,24,1
71041,other,15,1
14239,news,17,3
21284,food,41,7
3891,games,63,23
28506,other,55,9
37983,other,19,5
30022,other,24,9
42126,food,77,12
61703,other,25,3
1515,games,54,14
34144,other,37,6
26825,other,81,12
26496,other,8,2
57687,other,52,5
51278,social,7,1
42905,social,7,1
49193,other,31,9
50689,other,28,3
23153,news,17,3
40387,other,19,1
17193,health,34,9
19047,other,79,14
30329,other,36,15
10436,social,28,4
36341,other,46,2
32281,other,39,9
65553,other,11,1
50957,other,61,13
35306,travel,49,10
63063,other,27,4
66878,utility,19,2
32100,other,11,1
39259,other,19,5
32441,other,14,5
7245,other,58,13
63842,other,29,6
64373,other,21,2
66690,other,26,4
53054,other,86,13
4923,other,51,13
19093,other,83,15
30063,other,38,1
7120,other,41,8
49802,other,40,7
56047,other,50,9
23489,other,7,1
41763,other,50,11
9512,other,25,4
22000,other,17,2
36510,other,31,5
31292,other,83,9
2951,other,30,4
58604,other,30,3
56027,other,34,6
51791,other,59,6
42601,other,11,1
48042,news,53,2
61663,other,48,10
26238,other,74,5
31843,utility,47,3
35060,other,25,1
28803,other,33,7
63906,shopping,83,16
61903,other,57,8
36170,news,45,1
34379,other,52,3
17637,games,49,13
47300,games,14,7
23418,other,29,11
49094,other,61,10
4614,other,14,2
22148,other,20,3
9779,utility,46,10
60715,other,24,7
8544,other,25,4
11766,other,5,1
58107,other,15,4
40626,social,7,1
56871,other,35,11
24066,health,45,7
39151,other,18,1
62636,other,53,5
29502,news,30,5
64885,social,12,3
55898,social,7,1
14610,other,29,5
64069,other,17,7
65948,other,97,12
62512,other,30,8
62476,other,20,4
3721,social,53,16
54538,utility,70,4
71025,other,15,3
19297,news,11,1
51817,news,133,10
30217,other,67,14
26209,other,111,15
26889,other,35,6
53594,other,12,2
20422,travel,36,5
57331,other,18,1
9700,other,70,1
62101,other,41,10
35125,other,19,1
14953,other,27,1
39825,other,17,2
4945,other,13,2
41777,news,9,1
48475,other,28,5
36667,other,41,11
45407,utility,17,2
43587,other,34,5
67337,other,18,1
55801,other,13,1
37811,other,12,4
46015,other,14,1
12439,other,18,5
62201,games,25,9
34032,other,22,6
56450,other,35,12
69071,other,37,9
63601,other,84,50
45590,other,57,15
8658,other,35,8
52138,other,54,12
70249,other,33,7
15673,other,21,4
17354,other,12,3
7961,news,18,2
26605,other,75,4
53500,other,43,11
54021,news,50,8
33731,other,17,4
21231,other,18,1
52811,other,25,6
50443,social,63,16
12949,travel,36,4
47264,other,15,2
52665,other,28,3
54809,other,97,18
52796,social,16,4
36597,other,92,11
59756,other,21,2
32244,utility,6,1
8924,other,88,20
38616,other,12,2
17121,other,37,12
10708,other,57,18
71066,other,41,12
27331,other,19,2
24896,other,32,9
43856,travel,56,17
59382,other,29,9
44369,travel,59,6
46920,other,19,5
48354,other,32,4
55524,other,62,7
48003,other,25,7
24835,food,83,10
39619,social,21,7
34942,news,45,19
36053,finance,34,6
40713,news,93,13
61021,utility,29,3
54935,other,25,5
48871,other,21,4
557,other,14,5
8605,other,19,2
20137,other,14,3
33109,shopping,64,12
11622,other,96,7
42015,other,24,6
17022,news,24,1
29756,other,28,1
37647,health,33,9
15748,social,7,2
17776,other,70,14
64888,other,62,12
58293,utility,27,4
19496,other,70,9
33312,other,38,6
30803,other,51,12
32970,other,26,13
40237,other,48,4
61802,other,71,16
23896,other,34,8
70756,travel,61,9
42026,other,128,17
33310,other,193,11
41586,food,36,11
16537,other,62,8
39134,other,18,1
57753,social,46,10
56145,games,70,13
4005,other,33,6
31273,other,40,8
14486,other,138,10
30053,other,50,8
12972,games,21,1
63467,other,53,8
57024,other,38,8
17712,travel,51,12
11481,other,92,16
66039,other,174,11
70563,other,19,5
52870,shopping,17,2
71502,other,37,5
54790,other,78,14
62790,other,14,4
21094,other,25,4
58977,other,23,2
26331,other,123,9
44202,other,34,6
21781,social,117,58
46539,travel,11,1
20796,other,25,4
32207,utility,30,9
47033,travel,29,10
38334,other,83,11
40652,other,73,11
25549,other,86,10
6264,other,21,5
36952,other,73,6
51578,other,16,4
22475,other,36,10
22591,games,10,2
52297,utility,26,3
53482,other,76,19
38726,food,135,38
36331,utility,65,5
11933,other,7,1
58771,other,8,2
50533,other,181,18
68263,other,15,3
23267,other,18,1
39868,other,119,14
49092,social,7,2
38563,other,24,1
35904,other,21,2
10267,other,30,6
56642,other,23,3
24406,other,60,5
23820,other,18,1
28667,other,61,19
59734,other,20,4
56585,news,30,1
63364,other,108,13
62533,other,65,18
1417,other,111,12
9927,other,8,3
16825,finance,113,26
62755,other,17,4
67484,other,6,1
4559,other,27,2
22627,utility,31,3
34427,other,81,18
31849,other,18,2
23252,productivity,13,1
40369,other,26,3
17641,games,49,13
27591,other,21,2
54390,productivity,53,12
66909,other,46,7
42503,other,100,20
44931,other,59,8
52196,other,61,4
309,other,106,23
49391,social,7,1
35893,other,103,15
50361,travel,19,1
36140,other,109,21
48773,games,13,3
17658,other,21,2
33289,other,73,8
3355,other,98,12
65803,other,61,10
70726,other,32,11
5073,games,27,1
21654,other,18,1
63717,other,9,1
54576,other,27,4
56716,other,31,7
62839,other,36,8
29881,social,7,1
50556,utility,28,6
48967,other,95,4
1566,other,69,18
54475,other,35,13
18944,other,58,10
30880,other,59,6
17885,other,55,10
26001,other,168,29
8691,news,59,7
17829,other,52,13
22386,other,22,7
7338,shopping,25,8
55933,health,20,4
19446,other,71,9
43865,other,25,2
35882,other,34,9
37808,other,11,4
49357,other,18,2
19216,other,68,13
8282,shopping,6,1
3555,other,33,8
38108,other,19,5
22552,other,38,13
9569,finance,69,2
51972,games,15,2
45619,other,52,7
55932,other,9,2
52702,other,45,8
21697,other,16,1
46728,other,33,12
21263,shopping,102,15
8447,other,38,7
29348,other,38,5
19368,other,43,15
22635,other,45,11
30993,other,21,3
65577,other,18,4
39958,other,77,6
50886,other,64,27
8724,other,33,10
67083,shopping,71,14
34002,utility,20,5
10642,other,109,26
42154,travel,59,9
19116,other,11,4
23128,food,54,15
70939,other,63,12
35564,other,34,6
47163,other,20,6
71860,other,12,3
53175,other,62,14
42856,other,37,2
70657,other,87,12
553,other,44,9
8564,other,62,21
71921,other,50,11
56987,games,54,17
65447,news,60,12
395,travel,73,6
42446,other,137,24
21287,social,6,1
15517,other,59,3
47398,utility,26,2
12038,news,6,1
62525,games,8,3
60284,other,16,2
24798,other,7,1
29553,utility,35,1
1216,other,67,18
28427,other,29,2
25070,news,26,2
45632,other,6,1
29338,other,22,3
21345,news,24,6
61590,other,94,21
40355,other,26,3
47413,other,16,5
59108,other,67,14
71202,utility,91,9
60601,other,31,9
42876,other,46,14
46389,other,10,1
43864,other,30,6
17598,other,51,1
47850,other,67,13
17656,other,23,5
27935,other,41,9
61228,other,44,7
4598,other,13,2
64353,other,19,5
34503,shopping,46,6
45914,other,30,6
64313,utility,46,11
60023,other,18,2
12784,other,31,7
60220,other,69,16
57567,other,12,2
39344,other,89,12
46184,other,85,6
24670,other,11,1
9156,other,33,7
16865,other,45,6
58684,other,28,8
64805,other,99,34
71416,other,59,4
59671,utility,23,2
26564,other,54,2
29897,other,88,8
67663,games,104,22
12132,other,49,8
7643,other,32,3
27618,other,26,3
33328,other,140,19
70714,social,7,2
63921,other,155,26
15818,games,32,6
39188,other,18,5
67069,other,36,3
17855,other,15,4
61261,other,43,7
63578,other,10,2
25894,other,29,7
2408,other,28,5
63506,other,17,1
58786,other,75,23
48829,other,19,1
5562,health,56,11
33456,other,40,5
66787,other,82,7
57021,other,23,6
503,other,10,1
51784,other,21,3
38449,other,66,11
21192,other,9,1
50658,other,23,1
193,other,32,6
61840,other,68,6
23873,other,42,3
63701,news,44,2
2390,other,7,1
63147,utility,84,9
13960,other,13,2
47694,other,19,4
33468,other,19,5
45269,other,58,14
28859,news,68,9
49384,other,57,9
45707,utility,32,10
21385,games,52,19
31681,other,20,4
56601,other,13,3
29586,other,74,16
29377,utility,21,3
47851,other,65,13
27902,other,14,2
66598,other,11,2
44104,other,46,8
69367,utility,21,3
54919,other,67,5
63824,utility,208,14
16378,other,44,3
1906,other,28,5
59583,productivity,59,12
61894,other,31,4
37375,other,15,2
13956,other,40,12
2860,other,43,9
67174,other,102,12
53383,travel,9,1
1849,other,14,3
56438,social,14,2
67117,other,24,2
18867,other,27,6
26691,social,15,2
19807,travel,16,3
57064,other,20,4
31546,other,50,11
64706,news,20,4
26565,other,27,2
60314,social,75,14
65673,other,23,6
54733,other,36,6
36151,other,24,4
42502,other,39,12
19528,other,179,5
48135,other,34,8
51762,other,54,5
280,news,79,5
51459,other,7,2
37539,other,36,2
35007,other,25,4
40020,finance,34,9
15059,other,45,9
51835,other,20,5
62448,other,29,7
68062,other,76,19
60805,other,30,4
16249,other,55,10
36792,other,13,1
44177,other,20,3
59565,other,42,10
28657,other,26,2
56011,other,80,2
6786,other,11,3
34636,other,19,5
40199,games,65,7
42406,other,50,16
31926,other,18,5
48459,other,19,6
10149,other,44,14
67293,social,7,2
61167,other,19,4
6591,other,28,1
58452,other,68,13
16251,other,78,19
58344,utility,154,28
40421,other,9,1
51931,other,15,1
53956,social,7,1
56177,other,48,3
33955,other,54,25
66110,other,7,1
14242,news,48,15
62513,other,34,9
45410,other,12,2
3648,other,77,23
24628,other,43,6
38569,news,17,1
64469,other,22,4
24206,games,72,3
42840,other,49,14
2799,other,13,1
31608,shopping,19,1
64699,news,40,10
29011,other,52,17
32624,other,26,3
46242,other,27,10
48169,other,16,3
18720,social,9,1
47443,other,62,8
66250,other,35,4
42205,other,49,11
62056,utility,20,2
33015,other,28,6
68989,finance,16,3
55145,other,36,8
60362,other,47,2
13207,other,27,2
13055,other,178,34
16656,other,141,21
51356,other,5,1
61778,other,90,10
65230,other,59,10
40493,other,29,4
11074,other,34,16
18321,other,25,11
66576,news,77,7
8303,other,132,5
3934,other,78,16
40307,food,27,3
1004,utility,58,19
38427,other,13,3
23597,other,14,1
55581,other,66,11
69926,other,18,2
18813,shopping,83,3
68199,other,87,5
52991,social,12,2
30151,other,15,2
20726,social,7,1
67639,other,24,5
67783,other,17,1
28359,other,9,2
16264,other,15,1
53273,shopping,15,3
3410,news,14,2
2674,other,51,3
15501,news,84,18
34806,other,54,3
54008,other,54,2
6959,other,140,12
52926,other,118,21
21163,other,78,43
13447,social,37,6
3638,other,22,4
51320,other,22,4
3039,other,41,12
58022,other,107,36
56309,social,33,2
59912,food,103,26
25705,other,28,2
7365,health,28,6
53350,other,6,1
16122,utility,19,2
56581,other,25,5
16375,other,209,15
10065,food,8,3
24309,utility,57,8
41632,other,55,17
15211,games,70,10
70278,games,22,11
49186,other,18,2
25151,other,27,9
44409,other,129,8
54960,other,62,5
39570,shopping,19,2
10618,other,22,6
10546,other,135,32
56073,other,22,6
33005,other,77,12
63945,social,10,1
18080,other,27,7
66740,finance,21,6
38060,food,18,4
55969,other,39,9
1883,other,19,4
41685,other,17,2
14752,utility,19,1
25327,other,18,2
3551,other,19,3
15996,productivity,18,4
58334,other,59,10
6318,other,17,2
16866,other,51,8
16914,other,99,7
30895,other,93,24
789,other,43,7
68119,other,19,2
29994,other,58,20
1917,other,42,3
3549,other,22,5
61116,games,38,7
63692,other,11,2
59786,other,24,10
67643,other,37,8
18893,other,9,2
52361,other,37,6
5479,other,16,4
19588,other,55,12
14566,other,29,5
45135,other,41,7
47268,other,63,3
10570,other,41,9
50301,finance,39,8
52992,social,27,4
21067,other,172,34
3925,other,15,2
3349,games,43,10
5778,health,31,1
24282,food,90,23
51474,other,32,2
59471,news,23,5
20174,other,14,4
37381,other,36,11
50653,other,45,5
55459,other,53,2
39409,other,59,16
66718,other,32,7
24592,other,44,14
1580,other,72,18
6915,shopping,28,3
1672,other,52,4
1935,other,29,7
59742,other,23,3
18240,other,47,20
48931,other,106,9
58280,shopping,7,1
35569,other,84,16
7227,news,13,4
38553,other,8,3
30989,other,92,22
62223,other,41,13
19339,utility,56,9
26579,other,20,4
2858,other,22,3
52618,news,18,3
15613,other,12,1
9351,other,19,5
4663,other,92,17
4965,games,16,2
49585,utility,47,11
71713,games,38,5
50091,food,23,5
29093,other,18,5
61480,other,8,2
55702,other,29,6
1176,other,31,6
65954,social,7,1
65904,health,94,21
53558,other,63,9
67726,other,82,13
30136,food,82,6
23800,other,29,2
44306,other,43,6
5005,other,51,11
9809,utility,53,13
8432,other,37,11
59446,other,44,6
36090,travel,84,10
29762,social,22,1
52761,food,6,1
13642,other,130,12
75,other,36,4
69231,other,8,1
62393,other,26,5
26047,other,38,9
42850,other,9,1
35689,social,17,6
17569,other,20,2
26153,other,40,7
43134,other,51,2
52132,other,91,28
4920,travel,38,8
14765,other,99,67
44965,other,77,7
68621,other,21,6
10805,other,75,10
34142,other,56,6
31114,other,11,2
18817,shopping,34,9
35772,travel,74,17
66770,other,9,2
65380,other,21,6
47584,other,30,5
37969,utility,120,12
34404,other,58,8
46185,other,81,13
55179,other,19,2
21669,other,48,5
8673,other,87,3
41250,other,17,1
60896,other,34,4
14888,other,52,9
111,other,88,15
48795,other,31,6
14506,other,46,14
10912,games,35,8
27579,other,39,7
24491,other,11,2
12672,other,22,3
14032,other,30,8
62114,other,170,39
36495,travel,53,7
70637,other,8,3
292,other,18,2
51507,utility,49,12
57145,other,23,7
43222,other,78,18
60680,other,12,3
71328,other,67,15
9430,other,16,3
56460,other,29,5
36755,other,17,5
70152,other,20,3
5230,other,50,7
8183,social,47,2
45635,other,18,3
50651,other,26,4
20304,other,99,18
28609,social,7,1
15574,other,21,6
3068,other,6,1
70934,other,84,19
43893,other,99,20
23648,other,37,8
63325,other,29,6
205,other,34,9
45559,other,48,2
31894,shopping,47,3
36027,other,16,5
48739,other,37,7
5189,other,7,1
60422,other,20,2
65093,other,71,10
8383,other,19,6
55028,games,14,2
52517,news,65,16
14421,other,26,11
3070,other,13,2
56263,travel,33,9
39092,games,49,2
58278,other,19,3
65867,other,32,8
26005,other,97,35
1387,other,70,13
26365,games,70,14
72059,other,21,1
389,travel,16,1
17771,other,22,6
40116,utility,21,3
5042,other,13,1
50200,other,31,5
13670,other,12,2
72057,other,30,10
54109,other,25,14
5905,other,16,4
53534,other,15,4
58987,other,8,3
21869,other,50,10
1800,utility,44,8
10842,other,66,15
56830,other,25,6
19175,other,74,20
56442,other,29,6
10758,other,125,24
2105,other,88,12
42941,news,33,7
33214,other,8,3
44639,finance,10,2
44275,social,21,5
61722,other,79,19
64307,utility,58,12
5768,other,115,5
27362,social,20,5
2127,other,17,3
34807,other,106,33
18492,social,32,4
59563,other,62,12
61612,health,23,4
67577,other,68,16
28001,other,18,3
58465,other,89,11
68468,other,5,1
17898,other,35,1
60960,other,27,1
69351,other,16,2
11942,other,21,6
3246,other,12,3
9469,shopping,96,14
3855,other,35,9
28235,other,48,17
44697,other,29,9
14275,games,33,5
27626,other,67,15
57125,other,12,2
48089,other,19,5
51441,other,87,12
15158,other,51,15
42926,other,12,4
40229,other,69,4
43862,other,22,2
34082,other,29,6
1370,travel,64,4
43136,other,59,24
66680,other,11,2
47493,news,88,3
21264,shopping,71,14
34552,other,66,10
20618,health,44,6
27081,other,42,13
9322,other,37,1
16894,other,15,1
68996,other,74,28
47923,other,37,9
54608,other,40,10
5780,other,56,20
17727,travel,41,10
25295,other,15,4
58995,other,66,11
43737,other,24,3
8454,other,74,12
12933,other,85,31
66638,other,20,4
66926,other,6,1
10819,other,66,12
26369,games,47,6
13058,other,117,19
41296,other,28,4
34317,news,71,4
8429,other,38,3
20097,games,22,5
22082,other,14,3
66566,other,58,2
1233,other,68,18
46597,utility,20,1
63003,other,52,7
57255,other,46,12
9988,other,56,16
53372,other,35,6
37879,other,21,2
2505,other,31,4
31528,other,17,1
71881,other,87,22
37663,other,110,23
57647,shopping,50,10
31371,other,157,15
2819,utility,42,11
64538,other,90,3
15209,games,21,1
47780,productivity,26,9
34865,social,7,1
18,other,24,4
43287,other,23,5
5456,other,21,6
69474,other,29,6
13501,other,57,3
22113,other,18,2
2497,other,38,5
6308,other,17,6
44188,other,19,4
13054,other,91,25
36674,other,29,2
14597,news,44,13
67813,other,31,6
40859,other,16,1
67114,games,49,1
28934,travel,85,17
61124,other,40,1
65760,other,13,2
30731,other,37,8
70225,games,8,2
15782,other,21,1
46611,other,15,2
40320,other,79,15
10540,news,105,12
34626,other,23,5
23478,food,35,4
29518,other,19,2
47299,news,26,6
61818,other,26,2
30283,games,30,1
58913,other,38,2
51116,other,73,11
26248,other,23,4
40775,games,51,11
34588,other,46,11
49062,other,67,10
42754,other,25,5
61037,other,29,3
61278,other,35,6
23146,other,30,7
58436,other,38,8
69384,other,57,14
46197,social,7,1
6025,other,15,2
62530,games,26,6
26404,other,16,3
20126,utility,62,9
10410,news,27,4
37264,other,6,1
11582,other,185,37
806,games,64,5
45882,other,29,3
33198,other,7,1
52,other,16,3
65418,games,17,1
55934,other,53,14
67843,other,15,2
70429,utility,46,10
69914,other,28,5
10088,other,115,6
60158,other,6,1
70519,other,19,3
35073,other,72,15
66029,other,59,13
58813,other,29,9
7067,other,66,11
9727,travel,17,1
16981,games,10,2
23786,utility,197,10
45094,other,17,1
25979,other,13,2
7384,other,22,4
42673,other,83,22
13993,other,19,4
19540,utility,52,6
57083,utility,60,14
28775,other,29,7
16244,other,50,12
12924,travel,26,2
25525,other,59,9
69195,games,24,4
65802,other,66,12
44428,other,60,11
37469,utility,20,6
56403,other,48,14
69077,games,23,1
34845,shopping,46,15
40422,other,56,7
5945,other,15,2
15669,other,14,2
48370,other,35,6
16399,other,84,29
43515,news,149,11
18916,other,6,1
52076,other,62,8
64130,other,17,1
36257,games,57,20
15011,other,123,6
9026,other,17,2
4755,other,92,8
71682,games,20,2
38929,other,37,10
53829,other,25,2
18728,other,61,10
25884,other,20,2
29524,news,21,4
27507,news,19,2
6616,other,47,12
31024,other,40,5
62851,other,122,15
71758,social,9,1
56396,other,114,25
64921,other,18,3
58644,other,95,11
31865,travel,41,5
31220,utility,18,7
4007,utility,108,21
2823,other,37,9
25674,games,26,5
15001,other,121,10
23619,other,84,12
19092,other,79,11
61540,other,8,3
60883,other,24,4
48635,finance,10,1
1733,other,24,6
20500,other,18,3
17102,utility,57,6
21095,other,28,9
39867,other,31,8
40924,news,72,18
30941,finance,121,15
37043,other,44,13
18089,other,30,8
45531,other,101,20
33959,other,37,17
60894,other,17,4
23940,other,20,3
7663,utility,83,11
30576,social,18,3
40732,other,36,4
27755,other,35,5
66257,other,20,1
18028,other,15,1
16072,other,47,14
20636,other,58,8
63282,games,51,7
55424,other,51,15
30301,food,67,14
64579,travel,41,7
56640,news,56,10
56151,other,129,13
49808,other,25,9
12701,other,46,6
7957,news,32,10
65182,social,7,2
66511,other,54,12
31956,utility,26,6
19964,other,60,7
16123,utility,135,7
57050,other,10,1
26604,other,43,3
33781,food,80,5
36374,social,15,1
44038,other,10,1
13242,other,70,14
54792,other,94,14
2997,other,50,6
2743,other,48,2
64138,other,19,5
21745,other,37,3
12050,other,14,2
8817,other,61,6
66393,travel,30,10
40035,other,26,8
46794,shopping,59,5
59460,other,18,5
46426,shopping,59,11
26701,games,67,4
16347,other,30,5
40651,other,55,8
8932,other,117,29
8636,other,8,3
62395,other,31,9
19337,utility,57,8
18134,other,59,11
10794,other,23,6
14108,food,23,5
64826,other,38,10
61602,travel,52,12
24914,other,14,2
6976,other,59,14
23316,news,18,4
64393,other,8,3
71826,other,98,23
34830,other,23,6
55442,other,55,12
51611,other,48,19
52622,news,13,3
15600,games,57,15
48480,other,9,2
4872,other,85,7
27337,other,20,2
63629,other,37,14
15020,other,55,14
11433,other,63,11
14312,other,16,3
23294,other,57,25
69506,other,51,13
52750,social,36,7
39473,other,31,2
6341,other,37,14
18601,utility,97,12
16173,other,17,2
7894,other,41,4
943,other,33,6
63375,other,27,1
32241,utility,25,1
71892,other,34,3
12850,other,82,13
40588,other,122,4
13361,other,54,14
21332,other,18,3
47922,other,35,8
38788,finance,14,2
64249,productivity,27,15
57919,other,18,4
36298,other,5,1
42925,games,22,1
11950,other,28,8
70101,other,17,7
55196,news,44,2
38351,other,24,1
21671,other,20,2
33666,other,19,5
2440,utility,8,2
22639,other,38,11
28436,other,32,2
28777,other,49,6
39633,other,7,2
68283,utility,16,1
19984,other,76,14
12285,other,94,16
70513,other,25,1
50871,other,13,6
50706,utility,32,3
26448,other,64,14
52829,other,69,7
8229,social,20,4
43093,other,23,7
37399,other,28,2
68244,other,45,3
46463,other,14,3
41764,other,63,7
14065,news,36,5
15887,other,22,4
28772,social,5,1
35507,social,106,7
7792,other,16,3
9523,health,65,9
71526,other,34,3
52469,utility,72,12
68356,other,183,37
62605,travel,28,6
44818,other,85,9
2666,other,47,10
51647,other,26,8
62948,other,30,4
46016,other,15,4
62464,other,40,9
11289,other,23,8
35472,news,49,2
6166,other,19,2
72139,other,55,17
34007,other,24,8
41805,other,18,3
46072,other,27,6
61631,shopping,27,2
42158,other,122,17
33033,travel,24,1
70397,other,11,2
43308,social,20,4
31516,other,32,5
35877,other,49,10
28136,other,19,3
22141,other,77,10
11714,food,79,17
31270,other,47,7
494,games,16,3
24706,other,61,9
1194,utility,51,4
7161,other,11,1
63505,other,53,16
6145,other,113,4
2885,other,7,2
1391,other,10,1
6336,other,56,7
41291,other,18,2
45033,other,31,12
33907,news,32,5
60660,other,20,5
48583,other,69,22
25607,other,31,5
20765,food,71,14
16695,news,45,6
26583,news,77,12
53453,other,72,13
26158,social,21,5
27854,other,43,1
45364,other,59,6
63895,other,37,8
62234,travel,82,20
58749,utility,56,21
13728,other,26,6
60477,travel,37,13
24730,games,36,7
9068,other,146,19
65869,other,78,13
62616,food,12,2
71136,finance,18,2
33719,news,6,1
8982,other,56,11
65783,other,57,2
21736,other,37,4
21897,other,6,1
25870,other,26,4
49110,other,52,8
31217,utility,29,7
7774,food,41,13
58815,utility,36,9
56198,utility,42,8
3399,finance,41,9
49053,news,150,22
11870,other,24,2
56566,other,40,3
56386,other,28,10
33531,other,39,2
4754,other,17,2
47287,other,14,2
19523,other,18,4
47257,other,34,7
7639,other,48,14
7378,other,32,7
63486,other,24,4
8876,other,116,13
42685,other,9,2
45919,other,24,5
30622,other,28,1
2186,finance,24,2
42563,food,6,1
12531,utility,19,3
16055,other,17,3
7669,games,12,2
25599,other,22,6
49699,other,41,1
24694,other,33,7
11315,other,35,8
70941,other,54,8
41701,other,25,4
70175,other,17,2
70852,games,79,14
50534,other,8,3
23534,other,25,9
63210,other,42,2
18714,productivity,17,2
32828,other,11,2
57442,other,25,6
2199,other,13,2
62963,social,16,7
65727,other,42,7
9241,other,73,8
31678,other,17,4
13973,news,46,7
11440,other,14,2
19924,social,58,15
4875,other,103,11
5664,other,44,22
1948,other,42,10
61180,other,117,17
17449,other,143,11
69958,other,8,3
44847,other,24,1
66761,other,42,13
34371,other,41,8
14860,other,22,2
34910,other,46,12
56630,other,33,7
7577,other,23,7
36332,utility,66,4
48714,other,43,14
1677,other,31,8
32552,other,56,8
71199,social,20,4
31579,other,171,27
19111,other,12,1
7211,other,50,10
8232,other,55,10
39055,shopping,26,8
62271,other,189,22
52204,other,18,4
42336,other,24,8
52941,other,29,6
31174,other,20,7
21767,other,12,1
70986,other,144,33
47188,other,75,14
55940,other,47,9
68684,social,7,1
5051,other,31,6
61977,food,41,9
3385,other,56,10
24975,other,10,2
54076,games,26,7
48894,other,34,7
6377,other,22,3
21847,other,27,1
35211,other,28,12
30470,other,28,9
58532,other,112,14
55576,utility,55,15
2970,other,23,1
7127,other,13,2
22007,other,22,5
58204,productivity,36,10
10108,other,29,6
56472,other,53,5
47858,other,87,19
36080,other,14,3
66150,travel,41,7
60923,other,30,7
4753,other,15,4
72182,other,21,3
22304,other,43,8
7702,news,30,10
3123,other,97,24
6337,other,37,2
50366,utility,184,10
24826,other,19,3
5224,other,86,18
47406,travel,20,2
16991,other,27,7
42928,other,6,1
19389,other,36,5
32218,news,26,5
59290,other,15,1
15204,games,15,3
9662,other,52,20
33220,food,65,9
31343,news,50,11
21325,other,46,9
52015,utility,25,4
6840,other,52,8
15958,utility,46,8
71706,travel,10,5
5691,other,87,21
54347,other,37,5
70484,other,65,15
71294,other,32,6
6849,other,38,2
32503,other,22,4
39673,other,22,6
10760,other,68,17
9487,news,66,9
24068,health,73,11
9388,other,19,5
55917,news,46,10
14525,other,85,2
33447,other,71,12
27174,travel,25,6
61979,food,24,8
17273,other,14,2
57655,other,25,8
10077,other,40,4
13192,other,65,19
35691,social,8,3
39138,other,31,2
58444,other,24,6
37896,other,93,20
9033,other,74,8
6835,other,18,1
37527,other,15,2
42736,other,70,10
68166,shopping,16,3
35232,other,22,6
33492,other,49,15
46164,other,233,18
35017,other,95,12
16805,other,66,32
64725,other,74,13
41793,other,44,3
62081,other,36,9
66993,travel,103,17
48176,other,39,6
5305,other,38,4
60113,news,16,2
55494,other,64,6
25115,other,19,4
9907,other,33,2
39976,other,101,19
14935,other,139,8
62732,utility,41,7
65818,other,69,3
1221,other,97,17
29723,other,22,5
11323,other,10,2
31261,other,67,11
27515,news,64,21
17034,travel,68,15
7666,utility,31,3
32892,other,25,7
21494,other,50,1
68571,utility,46,8
35024,other,63,8
20856,other,60,11
58406,other,78,9
15021,other,79,12
46226,social,34,5
69245,other,34,8
70236,other,26,7
32637,other,31,10
49206,finance,43,5
50505,other,58,9
68933,other,108,25
42013,other,26,2
56629,news,45,12
12046,other,37,7
38669,other,15,2
53208,utility,321,13
21132,other,19,5
50075,food,40,5
